formulation,Anion,molality,Solvent DN,Diluent DN,Anion DN,Solvent CID,Diluent CID,Anion CID,Solvent AN,Diluent AN,Solvent molar mass,Diluent molar mass,Anion molar mass,solvent molar ratio,diluent molar ratio,anion molar ratio,solvent volume,diluent volume,anion volume,Fractional CN solvent,Fractional CN diluent,Fractional CN anion,CN solvent,CN diluent,CN anion,CN total,Fraction Free Solvents,Fraction Free Diluents,Fraction Free Anions,Density [kg/m3],Volume [nm3],anion to solvent ratio
DMSO/DCM,TFSI,1.0,29.8,1.0,11.2,679.0,6344.0,4176748.0,19.3,20.4,78.14,84.93,280.15,0.2860411899313501,0.5720823798627002,0.0709382151029748,104.6290690568062,88.23001018449519,209.7630622823716,0.89835,0.00033,0.10131,3.59478,0.00134,0.4054,4.00152,0.11484,0.99984,0.68958,1388.55212,126.90488,0.248
DME/DCM,TFSI,1.0,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2840941374333799,0.5681882748667598,0.0738587938499301,135.53372116858102,88.23001018449519,209.7630622823716,0.50115,1e-05,0.49884,1.68643,2e-05,1.67866,3.36511,0.56447,1.0,0.0746,1276.87183,144.69185,0.25998
DMA/DCM,BF4,2.0,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,72.88470609916,0.3473717587,2.36e-06,0.6526258773,1.37538445,9.36e-06,2.58400823,3.95940204,0.35277035,0.9999976,0.00083154,1281.20044,131.907608,0.5139600000000001
DME/DCM,BF4,2.0,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,72.88470609916,0.3595757173,6.9e-06,0.640417386,1.17309192,2.25e-05,2.08931923,3.26243365,0.39086799,0.99999414,0.00609998,1245.59045,137.263458,0.5199600000000001
DME/DCM,TFSI,2.5,20.0,1.0,11.2,8071.0,6344.0,4176748.0,10.2,20.4,90.12,84.93,280.15,0.2325635479894881,0.4651270959789762,0.1511546780157678,135.53372116858102,88.23001018449519,209.7630622823716,0.35095,2e-05,0.64903,1.24243,8e-05,2.29769,3.5402,0.19416,0.99997,0.01499,1446.25867,170.59471,0.64995
DMA/DCM,TFSI,2.0,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,209.7630622823716,0.39937,0.00052,0.60011,1.49326,0.00194,2.24384,3.73904,0.24919,0.9995,0.0015,1429.77612,156.39735,0.5139600000000001
DEA/DCD,BF4,2.0,32.2,3.2,7.3,12703.0,19869.0,26255.0,13.6,16.7,115.17,156.95,86.81,0.2120315163645924,0.4240630327291849,0.1819527254531113,177.36010258286555,143.47530021417475,72.88470609916,0.3220578721,0.01077514701,0.6671669809,1.18451867,0.03963065,2.45381906,3.67796838,0.14372615,0.98304266,0.00106872,1464.76404,192.587463,0.8581399999999999
THF/DME,TFSI,1.0,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2853311267726196,0.5706622535452393,0.0720033098410705,108.8495765108916,135.53372116858102,209.7630622823716,0.26486,0.48736,0.24778,0.87658,1.61297,0.82005,3.3096,0.77888,0.79656,0.32122,1024.77588,175.24188,0.25235
DEA/DCM,TFSI,1.0,32.2,1.0,11.2,12703.0,6344.0,4176748.0,13.6,20.4,115.17,84.93,280.15,0.2801073371315888,0.5602146742631776,0.0798389943026167,177.36010258286555,88.23001018449519,209.7630622823716,0.62582,1e-05,0.37418,2.35013,3e-05,1.40514,3.7553,0.35078,1.0,0.07232,1287.18347,157.25804,0.28503
DME/DCM,PF6,0.5,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.3067503481616451,0.6135006963232903,0.0398744777575322,135.53372116858102,88.23001018449519,98.22421574221886,0.8991279988,0.0,0.1008720012,2.694184,0.0,0.302257,2.996441,0.65210253,1.0,0.719423331,1184.07678,130.56839,0.12999
DMA/DCM,TFSI,2.5,27.8,1.0,11.2,31374.0,6344.0,4176748.0,13.6,20.4,87.12,84.93,280.15,0.2333776750916007,0.4667553501832014,0.1499334873625989,130.98940364974786,88.23001018449519,209.7630622823716,0.36501,0.00016,0.63483,1.35329,0.0006,2.35364,3.70753,0.16337,0.99981,0.0057,1472.14673,165.49617,0.6424500000000001
DME/DCD,TFSI,2.0,20.0,3.2,11.2,8071.0,19869.0,4176748.0,10.2,16.7,90.12,156.95,280.15,0.2166340271399109,0.4332680542798218,0.1750489592901336,135.53372116858102,143.47530021417475,209.7630622823716,0.30351,0.04286,0.65364,1.04217,0.14716,2.24445,3.43378,0.15816,0.94103,0.00199,1621.09314,216.91316,0.8080399999999999
DMA/DCD,TFSI,0.5,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.2940294382273553,0.5880588764547107,0.058955842658967,130.98940364974786,143.47530021417475,209.7630622823716,0.60967,0.00433,0.386,2.24914,0.01598,1.42399,3.68911,0.55508,0.99842,0.11152,1498.16858,169.01088,0.20051
DEA/DME,TFSI,2.0,32.2,20.0,11.2,12703.0,8071.0,4176748.0,13.6,10.2,115.17,90.12,280.15,0.2391406242526855,0.478281248505371,0.1412890636209716,177.36010258286555,135.53372116858102,209.7630622823716,0.33285,0.32423,0.34292,1.1273,1.09808,1.1614,3.38678,0.34266,0.67685,0.22066,1171.27686,219.23903,0.5908200000000001
MPL/DCD,BF4,2.0,27.3,3.2,7.3,13387.0,19869.0,26255.0,13.3,16.7,99.13,156.95,86.81,0.2149557621041589,0.4299115242083179,0.1775663568437615,139.65543911138744,143.47530021417475,72.88470609916,0.3282643283,0.01817922866,0.653556443,1.2707301,0.07037284,2.52995459,3.87105753,0.12058466,0.97095213,0.00728145,1550.90051,175.156799,0.8260599999999999
MPL/DCM,TFSI,2.0,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.2453409748868978,0.4906819497737956,0.1319885376696533,139.65543911138744,88.23001018449519,209.7630622823716,0.31833,0.00073,0.45551,1.54152,0.00353,2.20584,3.75089,0.21365,0.99905,0.00396,1462.71973,160.02274,0.53798
MPL/DCM,PF6,2.5,27.3,1.0,-6.2,13387.0,6344.0,9886.0,13.3,20.4,99.13,84.93,144.964,0.2301522457105375,0.460304491421075,0.1547716314341937,139.65543911138744,88.23001018449519,98.22421574221886,0.4035953667,1.38e-05,0.5963908615,1.61769243,5.52e-05,2.39045604,4.00820367,0.082882342,0.99998153,0.005934008,1415.59314,144.807587,0.672475
DMSO/DCD,BF4,1.5,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2394567205923201,0.4789134411846402,0.1408149191115197,104.6290690568062,143.47530021417475,72.88470609916,0.4093995995,0.006982478481,0.5836179221,1.62820115,0.02776964,2.32107548,3.97704627,0.04849382,0.99187075,0.02082563,1571.09363,157.501968,0.5880599999999999
DMA/DCM,BF4,0.5,27.8,1.0,7.3,31374.0,6344.0,26255.0,13.6,20.4,87.12,84.93,86.81,0.3070328955044243,0.6140657910088486,0.0394506567433634,130.98940364974786,88.23001018449519,72.88470609916,0.5334674503,2.46e-06,0.4665300905,2.06511817,9.52e-06,1.80599541,3.8711231,0.74070486,0.9999994,0.070481,1191.64917,124.789261,0.12849
DEA/DCM,PF6,2.0,32.2,1.0,-6.2,12703.0,6344.0,9886.0,13.6,20.4,115.17,84.93,144.964,0.2415388925924852,0.4830777851849704,0.1376916611112721,177.36010258286555,88.23001018449519,98.22421574221886,0.4994591161,1.19e-05,0.5005289373,1.88970895,4.52e-05,1.89375663,3.78351078,0.087715134,0.99998716,0.101909455,1315.6344,156.033905,0.5700600000000001
DME/THF,TFSI,1.0,20.0,20.0,11.2,8071.0,8028.0,4176748.0,10.2,8.0,90.12,72.11,280.15,0.2882941061152946,0.5765882122305892,0.0675588408270581,135.53372116858102,108.8495765108916,209.7630622823716,0.21395,0.53772,0.24833,0.78359,1.96941,0.90952,3.66252,0.81646,0.76935,0.2464,1027.09766,162.36182,0.23434
DEA/DCM,BF4,0.5,32.2,1.0,7.3,12703.0,6344.0,26255.0,13.6,20.4,115.17,84.93,86.81,0.3044112230329708,0.6088224460659416,0.0433831654505438,177.36010258286555,88.23001018449519,72.88470609916,0.6405184485,1.12e-06,0.3594804299,2.43261241,4.26e-06,1.36526365,3.79788032,0.66200789,0.9999997,0.08201824,1164.77332,141.662231,0.142515
THF/DME,TFSI,1.5,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2661662740714124,0.5323325481428248,0.1007505888928814,108.8495765108916,135.53372116858102,209.7630622823716,0.23648,0.46677,0.29675,0.79861,1.57632,1.00213,3.37706,0.69782,0.70178,0.26934,1099.29407,181.57571,0.378525
DMA/DCM,PF6,0.5,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.3070328955044243,0.6140657910088486,0.0394506567433634,130.98940364974786,88.23001018449519,98.22421574221886,0.7286719012,0.0,0.2713280988,2.888854,0.0,1.075693,3.964547,0.635737132,1.0,0.148650901,1212.13074,125.969452,0.12849
DME/DCM,PF6,2.0,20.0,1.0,-6.2,8071.0,6344.0,9886.0,10.2,20.4,90.12,84.93,144.964,0.2475296540525555,0.495059308105111,0.1287055189211667,135.53372116858102,88.23001018449519,98.22421574221886,0.5441497438,9.47e-06,0.4558407873,1.69527102,2.95e-05,1.42014893,3.11544945,0.119281874,0.99999234,0.073336796,1327.61133,141.151489,0.5199600000000001
DME/DCD,BF4,2.5,20.0,3.2,7.3,8071.0,19869.0,26255.0,10.2,16.7,90.12,156.95,86.81,0.1991992191390609,0.3983984382781219,0.2012011712914085,135.53372116858102,143.47530021417475,72.88470609916,0.2452259135,0.004475356228,0.7502987302,0.85759224,0.015651,2.62390854,3.49715178,0.13505796,0.99210422,0.00042007,1503.49536,183.748749,1.01005
DME/DCM,BF4,2.5,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2325635479894881,0.4651270959789762,0.1511546780157678,135.53372116858102,88.23001018449519,72.88470609916,0.2871218859,6.62e-06,0.7128714904,0.9839964,2.27e-05,2.44308433,3.42710343,0.3618741,0.99999264,0.00105342,1256.90491,141.410126,0.64995
DME/MPL,TFSI,1.0,20.0,27.3,11.2,8071.0,13387.0,4176748.0,10.2,13.3,90.12,99.13,280.15,0.2795826390364463,0.5591652780728927,0.0806260414453304,135.53372116858102,139.65543911138744,209.7630622823716,0.20975,0.47005,0.3202,0.71629,1.60519,1.09345,3.41493,0.7935,0.76927,0.205,1133.30127,181.09097,0.28838
DMA/DCM,PF6,2.0,27.8,1.0,-6.2,31374.0,6344.0,9886.0,13.6,20.4,87.12,84.93,144.964,0.2482670956722079,0.4965341913444159,0.127599356491688,130.98940364974786,88.23001018449519,98.22421574221886,0.4478332535,5.25e-06,0.5521614974,1.80019537,2.11e-05,2.21957294,4.01978941,0.159846212,0.99999459,0.028066725,1350.57251,137.149628,0.5139600000000001
THF/DME,TFSI,2.5,20.0,20.0,11.2,8028.0,8071.0,4176748.0,8.0,10.2,72.11,90.12,280.15,0.2346453921511116,0.4692907843022232,0.1480319117733325,108.8495765108916,135.53372116858102,209.7630622823716,0.22202,0.38244,0.39554,0.78063,1.34465,1.39073,3.51601,0.50771,0.57602,0.14144,1211.8075,197.76077,0.6308750000000001
DMSO/DCD,BF4,1.0,29.8,3.2,7.3,679.0,19869.0,26255.0,19.3,16.7,78.14,156.95,86.81,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,72.88470609916,0.5542294309,0.003102293579,0.4426682755,2.20142608,0.01232246,1.75829978,3.97204832,0.14087869,0.99759509,0.06820159,1549.75708,153.071823,0.39204
DMA/DCD,PF6,1.5,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.2379218950003093,0.4758437900006186,0.143117157499536,130.98940364974786,143.47530021417475,98.22421574221886,0.4094496415,0.0340320023,0.5565183562,1.6319599,0.13564272,2.21813759,3.98574021,0.153426563,0.95926735,0.010032248,1559.05164,174.588623,0.60153
DMA/DCD,PF6,2.5,27.8,3.2,-6.2,31374.0,19869.0,9886.0,13.6,16.7,87.12,156.95,144.964,0.1997962078679746,0.3995924157359493,0.200305688198038,130.98940364974786,143.47530021417475,98.22421574221886,0.2915178452,0.05459803761,0.6538841172,1.18991092,0.22285703,2.66900934,4.08177729,0.044912019,0.88863057,0.002543416,1635.85791,186.899307,1.00255
DMA/DCD,TFSI,0.2,27.8,3.2,11.2,31374.0,19869.0,4176748.0,13.6,16.7,87.12,156.95,280.15,0.3164148426405704,0.6328296852811409,0.0253777360391443,130.98940364974786,143.47530021417475,209.7630622823716,0.78605,0.00144,0.21251,2.97656,0.00544,0.80473,3.78673,0.7676,0.99979,0.29949,1466.95666,159.60849,0.080204
MPL/DCM,BF4,2.0,27.3,1.0,7.3,13387.0,6344.0,26255.0,13.3,20.4,99.13,84.93,86.81,0.2453409748868978,0.4906819497737956,0.1319885376696533,139.65543911138744,88.23001018449519,72.88470609916,0.3697193236,1.84e-06,0.630278839,1.46088226,7.26e-06,2.49043833,3.95132785,0.28041301,0.99999805,1.96e-06,1309.5293,135.086929,0.53798
DME/DCD,PF6,2.0,20.0,3.2,-6.2,8071.0,19869.0,9886.0,10.2,16.7,90.12,156.95,144.964,0.2166340271399109,0.4332680542798218,0.1750489592901336,135.53372116858102,143.47530021417475,98.22421574221886,0.3324981821,0.02321413233,0.6442876856,1.15047296,0.08032294,2.22929207,3.46008797,0.070724242,0.96757234,0.016079122,1571.53528,185.332535,0.8080399999999999
DMSO/DCD,PF6,1.0,29.8,3.2,-6.2,679.0,19869.0,9886.0,19.3,16.7,78.14,156.95,144.964,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,98.22421574221886,0.6036012669,0.01260826165,0.3837904715,2.40581625,0.05025364,1.52970082,3.98577071,0.064422304,0.99019238,0.147119567,1593.53247,156.60997,0.39204
DME/DCM,BF4,1.0,20.0,1.0,7.3,8071.0,6344.0,26255.0,10.2,20.4,90.12,84.93,86.81,0.2840941374333799,0.5681882748667598,0.0738587938499301,135.53372116858102,88.23001018449519,72.88470609916,0.4465314195,5.53e-06,0.5534630456,1.40374202,1.74e-05,1.73989847,3.14365789,0.6374914,0.99999775,0.01214532,1191.68494,131.986801,0.25998
MPL/DCM,TFSI,0.2,27.3,1.0,11.2,13387.0,6344.0,4176748.0,13.3,20.4,99.13,84.93,280.15,0.3217921505884291,0.6435843011768583,0.0173117741173563,139.65543911138744,88.23001018449519,209.7630622823716,0.75673,0.0,0.24327,2.94051,0.0,0.94529,3.8858,0.84988,1.0,0.24509,1247.1803,125.75795,0.053798
DEA/DCD,TFSI,0.2,32.2,3.2,11.2,12703.0,19869.0,4176748.0,13.6,16.7,115.17,156.95,280.15,0.3152954886260305,0.630590977252061,0.0270567670609541,177.36010258286555,143.47530021417475,209.7630622823716,0.81188,0.00249,0.18563,2.95788,0.00907,0.67629,3.64324,0.75322,0.99962,0.41562,1405.89575,178.25281,0.085814
DMSO/DCM,BF4,2.5,29.8,1.0,7.3,679.0,6344.0,26255.0,19.3,20.4,78.14,84.93,86.81,0.2358490566037735,0.4716981132075471,0.1462264150943396,104.6290690568062,88.23001018449519,72.88470609916,0.4012958564,7.243581778e-05,0.5986317078,1.60139809,0.00028906,2.38888007,3.99056722,0.00971408,0.99991059,0.01403522,1359.64429,124.689766,0.62
DMSO/DCD,TFSI,1.0,29.8,3.2,11.2,679.0,19869.0,4176748.0,19.3,16.7,78.14,156.95,280.15,0.2642650261093845,0.5285300522187691,0.1036024608359231,104.6290690568062,143.47530021417475,209.7630622823716,0.59962,0.0147,0.38569,2.34376,0.05744,1.50757,3.908770000000001,0.08601,0.98879,0.11894,1621.58984,171.89482,0.39204
